,context,questions,answers
22,"Specifications Key considerations
4.3   How is the supplier’s approach toward 
ethics at an organizational level?
Diving deeper to understand how the supplier 
organization looks at ethics and sustainability. –Does the supplier’s code of conduct (or equivalent) specifically highlight the ethical 
use of digital technology, including AI ethics?
 –Does the supplier employ a chief AI ethics officer? What is their expertise and 
experience in this space?
 –Has the supplier’s senior leadership endorsed AI ethics? Are there public statements 
or other evidence to demonstrate the supplier’s engagement with ethics? 
 –Does the supplier have an AI ethics ambassador network? 
 –Did diverse teams build the AI system? Does the supplier have a policy on inclusivity 
or diversity, equity and inclusion goals?
 –Does the supplier use an AI ethics impact assessment? If not, can they provide 
relevant information so your organization can complete its assessment? 
 –Does the supplier have an AI ethics board? Does it have the enforcement power to 
prevent the engineering of AI systems that are inconsistent with its organizational 
values? 
 –Does the supplier have a whistle-blower protection policy?  
 –Does the supplier work with law enforcement and/or military agencies? What type of 
AI is being supplied to these organizations? For instance, providing a biased facial 
recognition system for policing can create problems.
 –Does the supplier provide responsible use guidelines? Does the supplier have a 
glossary of terms for ethics?
4.4   Is the supplier concerned about the 
environmental impact caused by its AI 
solutions? What steps are being taken  
to mitigate the impact?
Evaluate whether the solution provider  
has a clear road map in place to mitigate  
the environmental impact caused by the  
AI technology. –What is the supplier’s monthly (average) energy consumption (kWh)?
 –How much energy (kWh) is spent every month by the supplier for training its  
AI solutions?
 –What are the measures or techniques the supplier has adopted to optimize its overall 
energy consumption?
 –Does the supplier have a road map to become energy efficient in the next three to  
five years? 
 –What are the hardware systems the supplier uses to power its AI solution? Is the 
hardware infrastructure optimized to reduce energy consumption?
 –Does the supplier use renewable energy sources to meet its energy requirement 
for training the AI solution? If yes, what’s the breakup of the percentage of energy 
derived from different energy sources?
 –Has the supplier considered possible environmental harm during data collection?  
For example, collection and processing of large amounts of data can require 
significant amounts of energy, particularly if the data is stored in data centres or on 
cloud servers.Building an ethical and sustainable future: questions to ask continued TABLE 7
Adopting AI Responsibly: Guidelines for Procurement
23","1. What are the key considerations when assessing a supplier's approach to ethics at an organizational level?
2. What are some questions you can ask to determine if a supplier is concerned about the environmental impact of its AI solutions?
3. What are some measures a supplier can take to reduce the environmental impact of its AI solutions?","1. Key considerations when assessing a supplier's approach to ethics at an organizational level include whether the supplier has a code of conduct that specifically highlights the ethical use of digital technology, whether the supplier employs a chief AI ethics officer, and whether the supplier's senior leadership has endorsed AI ethics.
2. Questions you can ask to determine if a supplier is concerned about the environmental impact of its AI solutions include how much energy the supplier spends every month on training its AI solutions and whether the supplier has a road map to become energy efficient in the next three to five years.
3. Measures a supplier can take to reduce the environmental impact of its AI solutions include optimizing energy consumption, using renewable energy sources, and considering environmental harm during data collection."
23,"Governance, risk  
and compliance5
Build and integrate risk management plans with 
the AI solution and improve business resilience, 
especially to AI-related cyber risks.
Adopting AI Responsibly: Guidelines for Procurement
24","1. What are the benefits of integrating risk management plans with AI solutions?
2. What are some of the potential risks associated with AI?
3. What are some of the guidelines for responsible procurement of AI?","1. The benefits of integrating risk management plans with AI solutions include improved business resilience to AI-related cyber risks.
2. Potential risks associated with AI include data privacy and security risks, algorithmic bias and discrimination, and unintended consequences of AI applications.
3. Guidelines for responsible procurement of AI include assessing the risks and benefits of AI, understanding the capabilities and limitations of AI, and establishing accountability and governance structures for AI."
24,"While AI can deliver an incredible increase in 
benefits, the consequence of its errors can be just 
as huge. Every industry faces a different kind of risk 
based on target data collection points, regions, data 
safety and legal compliance, among other things.
Data sourcing is one of the key focus areas to 
manage the risk associated with deploying an AI 
solution. Today, enterprises have a vast volume of 
data to exploit, but this comes with issues such 
as data privacy and geopolitical and cybersecurity 
risks. Data breaches can destroy business 
reputation, lead to legal actions and result in huge 
loss of revenue. The average cost of a data breach 
in the US has almost doubled over the last 10 years 
jumping from $5.4 million in 2013 to $9.4 million 
in 2022.4 Another damaging risk related to data is 
bias in algorithms. The AI model learns from the 
dataset it is trained on, and bias in the dataset can 
result in undesirable outputs. 
Cyberattacks are another significant risk. These 
have the potential to impact the integrity of the AI 
model’s decisions and predictions; hackers can 
take control of the solution or deliver manipulated 
and/or malicious inputs that result in the poisoning 
of the AI algorithm.
Used incorrectly or negligently, AI can leave an 
organization exposed to operational, financial, 
regulatory and reputational hazards. Safeguards 
must be put in place to ensure that the AI solution 
functions as intended, and this calls for a strong governance system designed with AI’s unique 
characteristics and capabilities in mind.
AI governance is the process of setting policies 
and establishing accountability to drive the 
development and deployment of AI systems in 
an organization. It’s a broad framework that uses 
a variety of processes, approaches and tools to 
ensure that an organization uses AI technology 
favourably and responsibly. AI governance 
encompasses risk management, regularity 
compliance, contractual agreements and ethics. 
When done properly, AI governance fosters agility 
and trust in an organization.
Capturing and managing metadata on AI models 
creates transparency into how AI systems are 
built and deployed, which is a critical prerequisite 
for most regulatory concerns. Many tools and 
calibrated assessments are available in the market 
that can help assess the impact of an AI system, 
areas of risk and performance. Many of these 
tools have been developed with academia and 
governments to encourage transparency in model 
reporting and drive assurance that the AI systems 
are aligned with existing and emerging regulations 
and standards. 
These assessment tools can help enterprises create 
consistent and well-defined practices that prioritize 
attributes such as accuracy, bias, consistency, 
transparency, interpretability and fairness in the AI 
model being developed.
Managing governance, risk and compliance: questions to ask TABLE 8
Specifications Key considerations
5.1    What is the target demographic for data collection for 
the model?
As AI modelling depends on data, it is imperative 
to consider the impact of data use on the 
target, especially in terms of privacy, consent 
and regulations related to individuals. –Is the data being collected from vulnerable demographic groups of the 
target countries?
 –If personal data is being used, is it being collected in compliance with the 
data protection and privacy laws of the country (GDPR, Health Insurance 
Portability and Accountability Act (HIPAA), regional laws etc.)?
 –Does the supplier have the informed consent of the individuals whose 
data has been collected, i.e. have the individuals been provided all the 
necessary information?
 –Can individuals withdraw their consent to the data collected? If so, will the 
collected data be withdrawn from the AI model?
 –What are the relevant PII categories for the data collection process?
 –Is the content moderated? (e.g. for sexuality/violence)
5.2    How has the supplier accounted for managing 
cybersecurity risks?
An important concern to be addressed early on is 
cybersecurity failures, given its potential to have a  
serious impact on the output of the AI solution. –What are the proactive measures the supplier has taken to detect and 
tackle cyberattacks?
 –How does the supplier minimize the effect of an attack?
 –Does the supplier actively perform vulnerability management to address 
common and frequent threats?
Adopting AI Responsibly: Guidelines for Procurement
25","1. What are the different risks associated with deploying AI solutions?
2. What is data sourcing and why is it important when deploying an AI solution?
3. What is bias in algorithms and why is it a risk?
4. What is cybercrime and why is it a risk to AI solutions?
5. What is the importance of capturing and managing metadata on AI models?
6. What are some of the tools and calibrated assessments available to help manage AI risk?
7. What is AI governance and why is it important?
8. How can enterprises create consistent and well-defined practices around AI?","1. There are a variety of risks associated with deploying AI solutions, including operational, financial, regulatory, and reputational risks.
2. Data sourcing is important when deploying an AI solution because the data an AI model learns from can introduce bias into the algorithm.
3. Bias in algorithms is a risk because it can lead to undesirable outputs.
4. Cybercrime is a risk to AI solutions because hackers can take control of the solution or deliver manipulated and/or malicious inputs that result in the poisoning of the AI algorithm.
5. Capturing and managing metadata on AI models is important because it creates transparency into how AI systems are built and deployed.
6. There are a variety of tools and calibrated assessments available to help manage AI risk, including risk management tools, regularity compliance tools, contractual agreement tools, and ethics tools.
7. AI governance is important because it establishes policies and accountability to drive the development and deployment of AI systems in an organization.
8. Enterprises can create consistent and well-defined practices around AI by using assessment tools that prioritize attributes such as accuracy, bias, consistency, transparency, interpretability, and fairness in the AI model being developed."
25,"Specifications Key considerations
5.3    Has the supplier reviewed the potential geopolitical 
risks that arise from operating in different physical 
locations?
For a company looking to embed a disruptive technology 
like AI into its systems, the impact of geopolitics must  
be considered. –Has the supplier accounted for the geopolitical risks associated with 
collecting data from certain disputed territories?
 –Have the risks of storing or processing data in unstable regions been 
considered?
 –Will AI pose any risk if used in such territories? e.g. can it heighten 
instability in regional politics, affect peace and security?
 –Are data collectors at any physical risk during the process of data 
collection?
5.4    Have the risks related to the project been defined 
clearly?
Due to the uncertainty of AI/ML work, an experienced AI 
modelling supplier is expected to identify possible risks 
and ways to mitigate them. –Is the scope for the AI defined clearly in terms of deliverables/outcomes to 
be achieved? 
 –How does the supplier manage unsupported content types?
 –How does the supplier define hard performance metrics with AI?
 –To what extent is the AI solution reproducible? 
 –Will the AI model be covered by intellectual property policy? Who has legal 
ownership of source data, models and resell rights?
5.5    Is the supplier compliant with rules and regulations 
associated with building an AI model?
AI offers great value to businesses, but it comes with 
a strategic risk for all stakeholders. Governments and 
institutions are actively taking measures to prevent the 
misuse of the technology and to build trust in AI tools.
* The AI explainability statement is a public document 
released by an AI organization that outlines how its AI 
algorithms work, its intended use, technology infrastructure, 
model accuracy, bias detection and mitigation, system 
maintenance, risk management, ethical principles, and data 
sources.
** The EU AI Act establishes a horizontal set of rules for 
developing and using AI-driven products, services and 
systems within the EU using a risk-based approach of 
evaluating each AI system. The NYC Law on Automated 
Employment Decision Tools states that an automated hiring 
system used on or after 1 January 2023 must undergo 
a bias audit consisting of evaluation by an independent 
auditor, including testing to assess disparate impact to 
certain groups. –Has the supplier proactively prepared to ensure compliance with 
regulations? Does the supplier provide an explainability statement* 
outlining the critical dimensions of the AI solution?
 –Does the supplier comply with data-related regulations such as General 
Data Protection Regulation (GDPR), California Consumer Privacy Act 
(CCPA), Health Insurance Portability and Accountability Act (HIPAA), 
Children’s Online Privacy Protection Act (COPPA) to name a few?
 –Is the model compatible with emerging algorithmic compliance 
regulations, e.g. the EU AI Act5 and the NYC Law on Automated 
Employment Decision Tools6 (effective July 5, 2023)**? 
5.6    How does the supplier prepare for audits and 
compliance requirements?
A risk management process that captures the policies, 
processes, procedures and practices across the 
organization involved in the development, testing, 
deployment, use and auditing of AI systems should  
be in place. It must be implemented effectively as well  
as be transparent. –Does the supplier conduct mandatory conformity assessments? At what 
frequency? 
 –Has the supplier clearly defined the systems in place for internal audits? 
What are the audit artifacts that it can share with you?
 –How does the supplier ensure that compliance is met on its side as well 
as the buyer’s side after implementation of the AI model?
 –If access to legal support is limited (in case of a smaller buyer), how can 
the supplier assist you in ensuring compliance?
 –Has the AI model been assessed for its performance with algorithm 
assessment tools, model cards etc., to prevent biases and undesirable 
outputs?
5.7    Is the supplier implementing international standards 
and certifications in the model?
Standards and certifications can form a part of the  
initial guiding principles of governance to help AI 
developers and its users in their journey to build a 
responsible AI model. –Does the supplier follow any AI governance standards set by 
international standard bodies (such as the International Organization 
for Standardization (ISO) and the Institute of Electrical and Electronics 
Engineers Standards Association (IEEE) and others) to ensure that best 
practices are being followed?
 –Will the AI system be accredited by any recognized institute that provides  
a calibrated conformity assessment of the model?Managing governance, risk and compliance: questions to ask continued TABLE 8
Adopting AI Responsibly: Guidelines for Procurement
26","1. What are the key considerations when assessing a supplier for an AI project?
2. What are the risks associated with using AI?
3. What are the compliance requirements for using AI?
4. How does the supplier prepare for audits and compliance requirements?
5. What standards and certifications does the supplier follow for AI projects?","1. Key considerations when assessing a supplier for an AI project include understanding the supplier's experience with AI/ML, assessing the risks associated with using AI, and understanding the compliance requirements for using AI.
2. The risks associated with using AI include the uncertainty of AI/ML work, the potential for misuse of the technology, and the risk of data breaches.
3. Compliance requirements for using AI vary depending on the jurisdiction, but may include regulations related to data protection, data security, and AI governance standards.
4. The supplier prepares for audits and compliance requirements by implementing a risk management process that captures the policies, processes, procedures, and practices across the organization involved in the development, testing, deployment, use, and auditing of AI systems.
5. The supplier follows AI governance standards set by international standard bodies, and the AI system is accredited by a recognized institute that provides a calibrated conformity assessment of the model."
26,"Managing governance, risk and compliance: questions to ask continued TABLE 8
Specifications Key considerations
5.8    What are the organizational practices recommended 
by the supplier?
Organizations should establish practices that can 
characterize the AI model specifications paying 
special attention to attributes such as accuracy, bias, 
consistency, transparency, interpretability and fairness. –Is the risk-based approach developed by the supplier based on the AI 
model and the industry in which it is being implemented?
 –Has the supplier conducted an AI impact assessment of the buyer 
organization at an early stage of the procurement process?
5.9    Do the contractual agreements include all 
compliance-related factors?
A good agreement will not only involve basic contractual 
terms and project management details but also have 
protective measures against non-compliance.
* RAII is a non-profit organization offering certification 
programmes that align with AI laws, regulations, principles, 
research and practitioner insights. –Can the supplier develop capacity in the form of new contract 
requirements?
 –Is there a supplier compliance statement (e.g. Responsible Artificial 
Intelligence Institute (RAII) certification*) that organizations can include in 
their master service agreements?
 –Are there contractual agreements surrounding restricted use or prohibited 
forms of use?
 –Has the buyer developed well-defined KPIs and compliance metrics to 
track performance during the AI life cycle?
 –Does the supplier offer support beyond contractual agreements to assist 
in governance, maintenance and change management?
Adopting AI Responsibly: Guidelines for Procurement
27","1. What organizational practices are recommended by the supplier?
2. What contractual agreements should be in place?
3. What compliance-related factors should be considered?
4. What are the supplier's capabilities?
5. How can the buyer ensure performance is tracked?","1. The supplier recommends that organizations establish practices that can characterize the AI model specifications, paying special attention to accuracy, bias, consistency, transparency, interpretability and fairness.
2. Contractual agreements should include all compliance-related factors and protective measures against non-compliance.
3. Compliance-related factors to consider include the risk-based approach developed by the supplier, the buyer's industry, and conducting an AI impact assessment.
4. The supplier's capabilities include developing capacity in the form of new contract requirements, offering support beyond contractual agreements, and having a supplier compliance statement.
5. The buyer can ensure performance is tracked by developing well-defined KPIs and compliance metrics."
27,"Conclusion
The history of AI in enterprises dates back to 
the early days of computing when rule-based 
systems and expert systems were used to perform 
specific tasks, such as analysing data and making 
predictions. However, these systems were limited in 
their capabilities and required significant amounts of 
human input to function effectively.
The growth of AI has been exponential in the 
past decade, and AI technology is now achieving 
goals that seemed very distant just a few years 
ago. Organizations worldwide are increasingly 
adopting AI and ML to support business growth, 
improve efficiency and gain a competitive edge. 
Businesses are investing in AI-powered systems 
to automate repetitive and time-consuming tasks, 
optimize pricing, identify new opportunities and 
make investment decisions. In many cases, 
these AI solutions are deeply embedded into the 
organization’s enterprise applications, making 
recommendations and predictions and influencing 
critical decision-making.
That said, it’s crucial to approach the procurement 
process in a comprehensive and collaborative 
manner. The procurement team needs to maintain 
a high degree of control to ensure that the AI tool 
delivers ethical, responsible and reliable solutions, 
instilling confidence. The guidance on industry-standard practices 
and ways to minimize organizational risks while 
adopting AI technologies is very limited, and 
there’s a pressing need for a responsible AI 
procurement toolkit.
This toolkit offers a holistic procurement process 
beyond the technical evaluation of capabilities of 
the solution providers that can be tailored as per 
the needs of the organization and the industry 
it operates in. It enables a clear understanding 
of the business strategies that are driving the 
need to procure an AI solution; the commercial 
implications of the decision; quantity, quality and 
security of the data involved; the governance 
necessary for accountability and risk management; 
and the impact on the organization’s ethics and 
sustainability policies. 
Further, it explores the role of various internal 
stakeholders – from procurement to product  
to legal to IT and others – in addressing the  
five key considerations in this toolkit, which will 
steer an organization’s procurement team in the 
right direction.
Overall, this AI procurement toolkit provides 
comprehensive, non-prescriptive and industry-
agnostic guidelines that will establish a procurement 
process to facilitate the selection of a suitable, 
ethical AI solution.
Adopting AI Responsibly: Guidelines for Procurement
28","1. What is the history of AI in enterprises?
2. What are the benefits of AI for businesses?
3. What are the risks associated with AI adoption?
4. What are the key considerations for AI procurement?
5. What is the role of stakeholders in AI procurement?","1. The history of AI in enterprises dates back to the early days of computing when rule-based systems and expert systems were used to perform specific tasks, such as analysing data and making predictions. However, these systems were limited in their capabilities and required significant amounts of human input to function effectively.
2. The growth of AI has been exponential in the past decade, and AI technology is now achieving goals that seemed very distant just a few years ago. Organizations worldwide are increasingly adopting AI and ML to support business growth, improve efficiency and gain a competitive edge.
3. Businesses are investing in AI-powered systems to automate repetitive and time-consuming tasks, optimize pricing, identify new opportunities and make investment decisions. In many cases, these AI solutions are deeply embedded into the organization’s enterprise applications, making recommendations and predictions and influencing critical decision-making.
4. That said, it’s crucial to approach the procurement process in a comprehensive and collaborative manner. The procurement team needs to maintain a high degree of control to ensure that the AI tool delivers ethical, responsible and reliable solutions, instilling confidence. The guidance on industry-standard practices and ways to minimize organizational risks while adopting AI technologies is very limited, and there’s a pressing need for a responsible AI procurement toolkit.
5. This toolkit offers a holistic procurement process beyond the technical evaluation of capabilities of the solution providers that can be tailored as per the needs of the organization and the industry it operates in. It enables a clear understanding of the business strategies that are driving the need to procure an AI solution; the commercial implications of the decision; quantity, quality and security of the data involved; the governance necessary for accountability and risk management; and the impact on the organization’s ethics and sustainability policies. 
6. Further, it explores the role of various internal stakeholders – from procurement to product to legal to IT and others – in addressing the five key considerations in this toolkit, which will steer an organization’s procurement team in the right direction.
7. Overall, this AI procurement toolkit provides comprehensive, non-prescriptive and industry-agnostic guidelines that will establish a procurement process to facilitate the selection of a suitable, ethical AI solution."
28,"Appendix
When a company ventures into the market to 
explore AI offerings for the first time, it is beneficial 
to begin with a few preliminary questions for all 
potential suppliers. These questions, meant for 
preliminary understanding and assessment, will  
help the organization understand the applicability 
and fitment of the suppliers and their solutions  
to requirements. 
Typically, commercial strategy questions are 
not included in this evaluation stage as they are 
addressed in subsequent steps of the procurement process after the scope of requirement is clearly 
defined, along with a narrowed-down list of 
comparable AI solutions.
This exercise will help streamline and focus the 
effort required in the detailed assessment. 
The following list of questions will help buyers in 
their initial assessment. To this, they can add more 
solution domain/industry-specific questions to drive 
a better understanding of the potential solutions.A1  Preliminary understanding and assessment
The first step: questions to ask TABLE 9
Specifications Preliminary considerations 
1. Business strategy  –What kind of assurance or warranty does the supplier offer regarding the process and business outcomes?
 –How is the proposed AI/ML solution an optimal approach to meet requirements? Can the supplier provide case 
studies to support their response?
 –Does the solution measure business results and user satisfaction? If so, how are these insights used for product 
modifications or upgrades?
 –Does the supplier provide key performance indicators (KPIs) for monitoring performance drifts that may prompt 
retraining of the model?
2. Data strategy  –What data quality assurance processes and frameworks (storage, management, transfer etc.) does the  
supplier follow?
 –In the case of external data ingestion, how does the supplier ensure complete, relevant, unbiased and timely data? 
Who is responsible for ensuring the quality, usability and reliability of third-party data?
3.  Ethics and 
sustainability –What methods are used to train the AI model? Do the training methods uphold the principles of ethics (fairness, 
interpretability, privacy, security etc.)? 
 –Can the supplier identify possible sources of bias? What are the checks in place within the model to prevent 
biases from creeping in?
 –Does your solution address new and emerging ethical risks such as misinformation, over-reliance and loss of skills?
4.  Governance, risk 
and compliance –Does the supplier comply with data-related regulations (e.g. General Data Protection Regulation (GDPR), 
California Consumer Privacy Act (CCPA), Health Insurance Portability and Accountability Act (HIPAA), Children’s 
Online Privacy Protection Act (COPPA) etc.)?
 –Does the supplier follow any AI governance standards and best practices set by international standards 
organizations (such as the International Organization for Standardization (ISO) and the Institute of Electrical and 
Electronics Engineers Standards Association (IEEE))?
Adopting AI Responsibly: Guidelines for Procurement
29","1. What is the business strategy of the supplier?
2. What data quality assurance processes and frameworks does the supplier follow?
3. What methods are used to train the AI model? Do the training methods uphold the principles of ethics?
4. Does the supplier comply with data-related regulations? Does the supplier follow any AI governance standards?","1. The supplier's business strategy should be in line with the buyer's business strategy.
2. The supplier should have data quality assurance processes and frameworks in place to ensure the quality of the data they are using.
3. The methods used to train the AI model should be ethical.
4. The supplier should comply with data-related regulations and follow any AI governance standards."
29,"Contributors
AcknowledgementsThe report was co-created with active guidance 
and support from experts and diverse stakeholders 
in the World Economic Forum project community 
on Shaping the Future of Technology Governance, 
who shared insights and lessons learned through 
interviews, workshops and consultation sessions. 
The opinions expressed herein do not necessarily 
reflect the views of the individuals or organizations 
involved in the project or listed below. Sincere 
thanks are extended to those who contributed their 
insights via interviews and workshops, as well as 
those not captured below.
World Economic Forum 
Benjamin Larsen 
Lead, Artificial Intelligence and Machine LearningGEP
Aditya Desai 
Director, Consulting
Joanne Jacob 
Senior Consultant, Consulting
Sitharthan K 
Senior Consultant, Consulting
Mudit Kumar  
Vice President, Consulting
Raina Saxena 
Senior Director, Consulting
Hemanty Tudu 
Senior Consultant, Consulting
Sincere appreciation is extended to the following 
working group members, who spent numerous 
hours providing critical input and feedback to the 
drafts. Their diverse insights are fundamental to the 
success of this work.
Uthman Ali 
Digital Ethics Lead and Senior Product Analyst, bp
Chloe Autio 
Director, Policy, The Cantellus Group 
Ivar Beljaars 
Senior Vice-President, Sales, CUJO AI
Megha Chawla  
Manager, Open Innovation and Tech Evangelist, 
HCLTech
Amy DeCicco 
Vice-President, Marketing, retrain.ai 
Sachin Dev Duggal 
Chief Wizard, Builder.ai
Dean Horton 
Digital Security Risk Manager, Procurement, bp
Austin Imperato 
Chief of Staff, Government and Regulatory Affairs, 
IBM
Igor Jablokov 
Chief Executive Officer, PryonMukund Kalmanker 
Vice-President and Global Head, AI Solutions, 
Wipro
Vijay Karunamurthy 
Field Chief Technology Officer, Scale AI 
Paige Kassalen 
Head, Customer Operations, CrowdAI
Abhinav Khare  
Head, Tech Venturing and Open Innovation 
Ecosystem, HCLTech 
Simon Greenman 
Partner, Best Practice AI 
Abhishek Gupta 
Senior Responsible AI Leader and Expert, Boston 
Consulting Group (BCG)
Meirav Oren 
Chief Executive Officer and Co-Founder, Versatile
Claudia Perry 
Digital Graduate, Digital Science, bp
Devaki Raj 
Chief Executive Officer, CrowdAI
Nikita Sejpal-Shah 
Cloud and IoT Lead, Procurement, bp 
Adopting AI Responsibly: Guidelines for Procurement
30","1. What is the World Economic Forum?
2. What is the Shaping the Future of Technology Governance project?
3. Who contributed to the report?
4. What are the opinions expressed in the report?
5. What are the working group members?
6. What is the Digital Ethics Lead?
7. What is the Cloud and IoT Lead?","1. The World Economic Forum is a nonprofit organization that engages the foremost political, business, and other leaders of society to shape global, regional, and industry agendas.
2. The Shaping the Future of Technology Governance project is a collaborative effort between the World Economic Forum and experts and diverse stakeholders to develop guidelines for the responsible adoption of artificial intelligence.
3. The report was co-created with active guidance and support from experts and diverse stakeholders in the World Economic Forum project community on Shaping the Future of Technology Governance.
4. The opinions expressed in the report do not necessarily reflect the views of the individuals or organizations involved in the project or listed below.
5. The working group members are diverse experts who provided critical input and feedback to the drafts of the report.
6. The Digital Ethics Lead is a senior product analyst at bp.
7. The Cloud and IoT Lead is a manager at HCLTech."
30,"Production
Studio Miko
Laurence Denmark 
Creative Director
Martha Howlett 
Editor
Oliver Turner 
DesignerKaren Silverman 
Chief Executive Officer and Founder, The Cantellus 
Group 
Navrina Singh 
Founder and Chief Executive Officer, Credo AI 
Jascha Stein 
Co-Founder and Chief Executive Officer, OmniBot.aiAndy Smith 
Principal Security Architect, bp
Laura Taddei  
Director, Business Affairs, BenevolentAI
Erik Vogt  
Vice-President, Enterprise Solutions, Appen
Adopting AI Responsibly: Guidelines for Procurement
31","1. What are the guidelines for responsible AI procurement?
2. What are the benefits of responsible AI procurement?
3. What are the challenges of responsible AI procurement?
4. What are the key considerations for responsible AI procurement?","1. The guidelines for responsible AI procurement are to ensure that the AI is ethical and does not have any negative consequences.
2. The benefits of responsible AI procurement are that it can help to ensure that the AI is ethical and does not have any negative consequences.
3. The challenges of responsible AI procurement are that it can be difficult to ensure that the AI is ethical and does not have any negative consequences.
4. The key considerations for responsible AI procurement are to ensure that the AI is ethical and does not have any negative consequences."
31,"Endnotes
1. Precedence Research, Artificial Intelligence (AI) Market, 2023, https://www.precedenceresearch.com/artificial-intelligence-
market.
2. “Get Out of the Data Swamp With a Governed Data Lake”, Dataeaze, 2019, https://www.dataeaze.io/get-out-of-the-
data-swamp-with-a-governed-data-lake/.
3. Gonfalonieri, Alexandre, “Do You Need Synthetic Data For Your AI Project?”, Towards Data Science, 21 October 2019, 
https://towardsdatascience.com/do-you-need-synthetic-data-for-your-ai-project-e7ecc2072d6b.
4. Statista, Average Cost of a Data Breach in the United States From 2006 to 2022 [Graph], https://www.statista.com/
statistics/273575/us-average-cost-incurred-by-a-data-breach.
5. European Commission, Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL 
LAYING DOWN HARMONISED RULES ON ARTIFICIAL INTELLIGENCE (ARTIFICIAL INTELLIGENCE ACT) 
AND AMENDING CERTAIN UNION LEGISLATIVE ACTS, 2021, https://eur-lex.europa.eu/legal-content/EN/
TXT/?uri=celex%3A52021PC0206. 
6. New York City Department of Consumer and Worker Protection, Notice of Adoption of Final Rule, 2023, https://rules.
cityofnewyork.us/rule/automated-employment-decision-tools-updated/. 
Adopting AI Responsibly: Guidelines for Procurement
32","1. What is the artificial intelligence (AI) market forecast for 2023?
2. What are some of the benefits of using a governed data lake?
3. What are some of the challenges of using synthetic data?
4. What is the average cost of a data breach in the United States?
5. What is the European Union proposing with regards to AI?
6. What are the guidelines for procurement of AI in New York City?","1. The artificial intelligence (AI) market forecast for 2023 is $118.6 billion.
2. Some of the benefits of using a governed data lake are that it can help get rid of the data swamp, it can improve data quality, and it can improve data governance.
3. The challenges of using synthetic data are that it can be expensive, it can be difficult to create, and it can be difficult to find the right data.
4. The average cost of a data breach in the United States is $3.86 million.
5. The European Union is proposing a regulation that would lay down harmonized rules on AI.
6. The guidelines for procurement of AI in New York City are that agencies should consider the impact of AI on workers, the use of data, and the impact of AI on civil rights and liberties."
32,"World Economic Forum
91–93 route de la Capite
CH-1223 Cologny/Geneva
Switzerland  
Tel.:  +41 (0) 22 869 1212
Fax: +41 (0) 22 786 2744
contact@weforum.org
www.weforum.orgThe World Economic Forum, 
committed to improving  
the state of the world, is the 
International Organization for 
Public-Private Cooperation.
 
The Forum engages the 
foremost political, business  
and other leaders of society  
to shape global, regional 
and industry agendas.","1. What is the World Economic Forum?
2. What is the Forum's mission?
3. Who participates in the Forum?","1. The World Economic Forum is an international organization for public-private cooperation.
2. The Forum's mission is to improve the state of the world.
3. The Forum engages the foremost political, business, and other leaders of society to shape global, regional, and industry agendas."
