,context,questions,answers
37,"As a result of these reassessments of technology capabilities due to generative AI, the total 
percentage of hours that could theoretically be automated by integrating technologies that exist today has increased from about 50 percent to 60–70 percent. The technical potential curve is quite steep because of the acceleration in generative AI’s natural-language capabilities (Exhibit 7).
Interestingly, the range of times between the early and late scenarios has compressed 
compared with the expert assessments in 2017, reflecting a greater confidence that higher levels of technological capabilities will arrive by certain time periods.
Adoption lags behind technical automation potential
Our analysis of adoption scenarios accounts for the time required to integrate technological capabilities into solutions that can automate individual work activities; the cost of these technologies compared with that of human labor in different occupations and countries around the world; and the time it has taken for technologies to diffuse across the economy. With the acceleration in technical automation potential that generative AI enables, our scenarios for automation adoption have correspondingly accelerated. These scenarios encompass a wide range of outcomes, given that the pace at which solutions will be developed and adopted will vary based on decisions that will be made on investments, Exhibit 7
The advent of generative AI has pulled forward the potential for 
technical automation. 
McKinsey & CompanyTechnical automation potentials by scenario, % 
Time spent on 
current work activities/one.numr
1Includes data from 47 countries, representing about 80% of employment across the world. 2017 estimates are based on the activity and occupation mix from 
2016. Scenarios including generative AI are based on the 2021 activity and occupation mix. 
2Early and late scenarios re/f_lect the ranges provided by experts (see Exhibit 6).
Source: McKinsey Global Institute analysis2020 2030 2040 2050 20605060708090100Updated early scenario 
including generative AI2
Updated late scenario including generative AI
2
2017 early scenario2
2017 late scenario2
2023
36 The economic potential of generative AI: The next productivity frontier","1. What percentage of hours could theoretically be automated by integrating technologies that exist today?
2. What is the technical potential curve for automation?
3. What are the adoption scenarios for automation?
4. What is the time required to integrate technological capabilities into solutions that can automate individual work activities?
5. What is the cost of these technologies compared with that of human labor in different occupations and countries around the world?
6. What is the time it has taken for technologies to diffuse across the economy?
7. What is the acceleration in generative AI’s natural-language capabilities?","1. The total percentage of hours that could theoretically be automated by integrating technologies that exist today has increased from about 50 percent to 60–70 percent.
2. The technical potential curve is quite steep because of the acceleration in generative AI’s natural-language capabilities.
3. The adoption scenarios for automation have correspondingly accelerated. These scenarios encompass a wide range of outcomes, given that the pace at which solutions will be developed and adopted will vary based on decisions that will be made on investments.
4. The time required to integrate technological capabilities into solutions that can automate individual work activities varies based on decisions that will be made on investments.
5. The cost of these technologies compared with that of human labor in different occupations and countries around the world varies based on decisions that will be made on investments.
6. The time it has taken for technologies to diffuse across the economy varies based on decisions that will be made on investments.
7. The acceleration in generative AI’s natural-language capabilities has pulled forward the potential for technical automation."
38,"deployment, and regulation, among other factors. But they give an indication of the degree to 
which the activities that workers do each day may shift. 
As an example of how this might play out in a specific occupation, consider postsecondary 
English language and literature teachers, whose detailed work activities include preparing tests and evaluating student work. With generative AI’s enhanced natural-language capabilities, more of these activities could be done by machines, perhaps initially to create a first draft that is edited by teachers but perhaps eventually with far less human editing required. This could free up time for these teachers to spend more time on other work activities, such as guiding class discussions or tutoring students who need extra assistance.
Our previously modeled adoption scenarios suggested that 50 percent of time spent on 2016 
work activities would be automated sometime between 2035 and 2070, with a midpoint scenario around 2053. Our updated adoption scenarios, which account for developments in generative AI, models the time spent on 2023 work activities reaching 50 percent automation between 2030 and 2060, with a midpoint of 2045—an acceleration of roughly a decade compared with the previous estimate (Exhibit 8).
13 
Exhibit 8
The midpoint scenario at which automation adoption could reach 50 percent 
of time spent on current work activities has accelerated by a decade. 
McKinsey & CompanyGlobal automation of time spent on current work activities,1 % 
1Includes data from 47 countries, representing about 80% of employment across the world. 2017 estimates are based on the activity and occupation mix from 
2016. Scenarios including generative AI are based on the 2021 activity and occupation mix.
2Early scenario: aggressive scenario for all key model parameters (technical automation potential, integration timelines, economic feasibility, and technology 
diﬀusion rates.).
3Late scenario: parameters are set for later adoption potential.
Source: McKinsey Global Institute analysis2020 2030 2040 2050 2060 2070 2080 2090Updated early scenario including 
generative AI2
Updated late scenario including generative AI
3
2017 early scenario2
2017 late scenario3100
050%
20406080
Midpoint 
2017
Midpoint 
updated
37 The economic potential of generative AI: The next productivity frontier","1. What is the ""midpoint scenario"" in the text?
2. What is the ""acceleration of roughly a decade"" compared with the previous estimate?
3. What does the text say about postsecondary English language and literature teachers?
4. What is the ""economic potential of generative AI""?","1. The ""midpoint scenario"" is the scenario in which automation adoption reaches 50 percent of time spent on current work activities.
2. The ""acceleration of roughly a decade"" is an acceleration of 10 years compared with the previous estimate.
3. The text says that postsecondary English language and literature teachers may have more time to spend on other work activities, such as guiding class discussions or tutoring students who need extra assistance.
4. The ""economic potential of generative AI"" is the potential for generative AI to increase productivity."
39,"Different countries, different pace of adoption
Adoption is also likely to be faster in developed countries, where wages are higher and thus the economic feasibility of adopting automation occurs earlier. Even if the potential for technology to automate a particular work activity is high, the costs required to do so have to be compared with the cost of human wages. In countries such as China, India, and Mexico, where wage rates are lower, automation adoption is modeled to arrive more slowly than in higher-wage countries (Exhibit 9). 
Our analyses of generative AI’s impact on work activities and the pace of automation adoption 
rely on several assumptions and sensitivities (see Box 4, “Limitations of our analyses, key assumptions, and sensitivities”). Exhibit 9
Automation adoption is likely to be faster in developed economies, where 
higher wages will make it economically feasible sooner. 
McKinsey & CompanyAutomation adoption by scenario for select countries, %
1Early scenario: aggressive scenario for all key model parameters (technical automation potential, integration timelines, economic feasibility, and technology 
diﬀusion rates.).
2Late scenario: parameters are set for the later adoption potential.
Source: McKinsey Global Institute analysisChina Germany France India Japan Mexico United States
100
020406080100
020406080Early scenario¹ Late scenario²
50% 50%
38 The economic potential of generative AI: The next productivity frontier","1. What is the main reason for the difference in the pace of automation adoption between developed and developing countries?
2. What is the main reason for the difference in the pace of automation adoption between the early and late scenarios?
3. What is the main reason for the difference in the pace of automation adoption between the aggressive and conservative scenarios?","1. Developed countries have higher wages, which makes it economically feasible to adopt automation technologies sooner.
2. Developed countries have a higher potential for technology to automate work activities, due to their higher wage rates.
3. The aggressive scenario assumes a faster rate of technology diffusion and economic feasibility, while the conservative scenario assumes a slower rate of technology diffusion and economic feasibility."
40,"Box 4
1 D avid Autor et al., New frontiers: The origins and content of new work , 1940–2018, National Bureau of Economic Research working paper number 30389, August 
2022; Jeffrey Lin, “Technological adaptation, cities, and new work,” Review of Economics and Statistics , May 2011, Volume 93, Number 2.Limitations of our analyses, key assumptions, and sensitivities
This analysis  considers the potential for 
automation only of current work activities 
and occupations. It does not account for how those work activities may shift over time or forecast new activities and occupations.
1 Also, the analysis accounts 
solely for first-order effects. It does not take into account how labor rates could change, and it does not model changes in labor force participation rates or other general equilibrium effects. That said, while these models account for the time it may take for technology to be adopted across an economy, technologies could be adopted much more rapidly in an individual organization. Other research may reach different conclusions.
Our assessments of technology 
capabilities are based on the best estimates of experts involved in developing automation technologies. These assessments could change over time, as they have changed since 2017. 
The technology adoption curves 
are based on historical findings that technologies take eight to 27 years from commercial availability to reach a plateau in adoption. Some argue that the adoption of generative AI will be faster due to the ease of deploying these technologies. That said, the case for a minimum of eight years in our earliest scenario for reaching a global plateau in adoption accounts for the pace of adoption of other technologies that have arguably had a faster adoption potential—for example, social networking as a consumer technology that faced no barriers in enterprise change management. Our scenario also accounts for the significant role of small and midsize enterprises around the world, in addition to the challenges of incorporating and managing change in larger organizations. 
In addition, this analysis does not assume 
that the scale of work automation equates directly to job losses. Like other technologies, generative AI typically enables individual activities within occupations to be automated, not entire occupations. Historically, the activities in many occupations have shifted over time as certain activities are automated. However, organizations may decide to realize the benefits of increased productivity by reducing employment in some job categories, a possibility we cannot rule out. 
Generative AI is likely to 
have the biggest impact on knowledge work, particularly activities involving decision making and collaboration, which previously had the lowest potential for automation.
39 The economic potential of generative AI: The next productivity frontier","1. What is the main limitation of the study?
2. What are the key assumptions of the study?
3. What is the historical evidence for the adoption of technology?
4. What are the potential impacts of generative AI?
5. What are the implications of the study?","1. The study does not account for how work activities may shift over time or for forecasted new activities and occupations.
2. The study accounts solely for first-order effects and does not take into account how labor rates could change or general equilibrium effects.
3. The technology adoption curves are based on historical findings that technologies take eight to 27 years from commercial availability to reach a plateau in adoption.
4. The potential impacts of generative AI include changes in labor force participation rates and other general equilibrium effects.
5. The implications of the study are that generative AI is likely to have a big impact on knowledge work and that the economic potential of generative AI is the next productivity frontier."
41,"Generative AI’s potential impact on knowledge work 
Previous generations of automation technology were particularly effective at automating 
data management tasks related to collecting and processing data. Generative AI’s natural-language capabilities increase the automation potential of these types of activities somewhat. But its impact on more physical work activities shifted much less, which isn’t surprising because its capabilities are fundamentally engineered to do cognitive tasks.
As a result, generative AI is likely to have the biggest impact on knowledge work, particularly 
activities involving decision making and collaboration, which previously had the lowest potential for automation (Exhibit 10). Our estimate of the technical potential to automate the application of expertise jumped 34 percentage points, while the potential to automate management  and develop talent increased from 16 percent in 2017 to 49 percent in 2023. 
Generative AI’s ability to understand and use natural language for a variety of activities and 
tasks largely explains why automation potential has risen so steeply. Some 40 percent of the activities that workers perform in the economy require at least a median level of human understanding of natural language. 
Exhibit 10
Generative AI could have the biggest impact on collaboration and the application 
of expertise, activities that previously had a lower potential for automation.
McKinsey & CompanyOverall technical automation potential, comparison in midpoint scenarios, % in 2023
Note: Figures may not sum, because of rounding.
1Previous assessment of work automation before the rise of generative AI.
2Applying expertise to decision making, planning, and creative tasks.
3Managing and developing people.
4Performing physical activities and operating machinery in unpredictable environments.
5Performing physical activities and operating machinery in predictable environments.
Source: McKinsey Global Institute analysis58.5
49.0
45.0
90.5
79.0
46.0
73.024.5
15.5
24.0
73.0
68.0
45.5
72.5Activity groups
Decision 
making and collaboration
Data 
management
PhysicalApplying expertise²
Managing³
Interfacing with 
stakeholders
Processing data 
Collecting data
Performing unpredictable 
physical work/uni2074
Performing predictable 
physical work/uni2075Without generative AI/one.numrWith generative AI
40 The economic potential of generative AI: The next productivity frontier","1. What is the potential impact of generative AI on knowledge work?
2. What are the activities that have the highest potential for automation?
3. What is the potential for automation of the application of expertise?
4. What is the potential for automation of management?","1. The potential impact of generative AI on knowledge work is significant. The ability to understand and use natural language for a variety of activities and tasks largely explains why automation potential has risen so steeply. Some 40 percent of the activities that workers perform in the economy require at least a median level of human understanding of natural language.
2. The activities that have the highest potential for automation are those that involve decision making and collaboration, which previously had the lowest potential for automation.
3. The potential for automation of the application of expertise has increased from 16 percent in 2017 to 49 percent in 2023.
4. The potential for automation of management has increased from 16 percent in 2017 to 49 percent in 2023."
42,"As a result, many of the work activities that involve communication, supervision, 
documentation, and interacting with people in general have the potential to be automated by generative AI, accelerating the transformation of work in occupations such as education and technology, for which automation potential was previously expected to emerge later (Exhibit 11). 
Exhibit 11
Advances in technical capabilities could have the most impact on activities 
performed by educators, professionals, and creatives.
McKinsey & CompanyImpact of generative AI on technical automation potential in midpoint scenario, 2023
Note: Figures may not sum, because of rounding.
¹Previous assessment of work automation before the rise of generative AI.
/two.numrIncludes data from 47 countries, representing about 80% of employment across the world.
Source: McKinsey Global Institute analysisEducator and workforce training
Business and legal
professionals
STEM professionals
Community servicesCreatives and arts managementOﬃce supportManagersHealth professionalsCustomer service and salesProperty maintenance
Health aides, technicians,
and wellness
Production work
Food servicesTransportation services
Mechanical installation
and repair
Agriculture
BuildersTotal54
62
57
65
53
87
44
43
57
38
43
82
78
49
67
63
53
6315
32
28
39
28
66
27
29
45
29
34
73
70
42
61
59
49
51Occupation groupWith generative AI
Without generative AI¹Overall technical automation potential, 
comparison in midpoint scenarios, % in 2023Share of global 
employment,/two.numr %
4
5
3
3
1
9
3
2
10
4
3
12
5
3
4
21
7
100
41 The economic potential of generative AI: The next productivity frontier","1. What are the activities that have the potential to be automated by generative AI?
2. What are the occupations that are most likely to be impacted by the rise of generative AI?
3. What is the overall technical automation potential in the midpoint scenario?
4. What is the share of global employment that is expected to be automated by generative AI?","1. The activities that have the potential to be automated by generative AI are communication, supervision, documentation, and interacting with people in general.
2. The occupations that are most likely to be impacted by the rise of generative AI are educators, professionals, and creatives.
3. The overall technical automation potential in the midpoint scenario is 15%.
4. The share of global employment that is expected to be automated by generative AI is 41%."
43,"Labor economists have often noted that the deployment of automation technologies tends 
to have the most impact on workers with the lowest skill levels, as measured by educational attainment, or what is called skill biased. We find that generative AI has the opposite pattern—it is likely to have the most incremental impact through automating some of the activities of more-educated workers (Exhibit 12). 
Another way to interpret this result is that generative AI will challenge the attainment of 
multiyear degree credentials as an indicator of skills, and others have advocated for taking a more skills-based approach to workforce development in order to create more equitable, efficient workforce training and matching systems.
14 Generative AI could still be described as 
skill-biased technological change, but with a different, perhaps more granular, description of skills that are more likely to be replaced than complemented by the activities that machines can do.
Previous generations of automation technology often had the most impact on occupations 
with wages falling in the middle of the income distribution. For lower-wage occupations, making a case for work automation is more difficult because the potential benefits of automation compete against a lower cost of human labor. Additionally, some of the tasks performed in lower-wage occupations are technically difficult to automate—for example, manipulating fabric or picking delicate fruits. Some labor economists have observed a Exhibit 12
Generative AI increases the potential for technical automation most in 
occupations requiring higher levels of educational attainment.
McKinsey & CompanyImpact of generative AI on technical automation potential in midpoint scenario, 2023
¹Previous assessment of work automation before the rise of generative AI.
Source: McKinsey Global Institute analysis57
60
62
64
64
6328
36
45
48
51
54Education level
Master’s, PhD, or higher With generative AI
Without generative AI¹ Overall technical automation potential, 
comparison in midpoint scenarios, % in the United States in 2023Share of US
employment, %
13
22
9
22
24Bachelor’s degree 
Associate’s degree Some college High school diploma or equivalentNo high school degree
9
42 The economic potential of generative AI: The next productivity frontier","1. What is the impact of generative AI on workers with the lowest skill levels?
2. How will generative AI impact the attainment of multiyear degree credentials?
3. What is the impact of generative AI on occupations with wages falling in the middle of the income distribution?","1. Labor economists have often noted that the deployment of automation technologies tends to have the most impact on workers with the lowest skill levels, as measured by educational attainment. We find that generative AI has the opposite pattern—it is likely to have the most incremental impact through automating some of the activities of more-educated workers.
2. Another way to interpret this result is that generative AI will challenge the attainment of multiyear degree credentials as an indicator of skills. Some have advocated for taking a more skills-based approach to workforce development in order to create more equitable, efficient workforce training and matching systems.
3. Previous generations of automation technology often had the most impact on occupations with wages falling in the middle of the income distribution. For lower-wage occupations, making a case for work automation is more difficult because the potential benefits of automation compete against a lower cost of human labor. Additionally, some of the tasks performed in lower-wage occupations are technically difficult to automate—for example, manipulating fabric or picking delicate fruits."
44,"“hollowing out of the middle,” and our previous models have suggested that work automation 
would likely have the biggest midterm impact on lower-middle-income quintiles. 
However, generative AI’s impact is likely to most transform the work of higher-wage 
knowledge workers because of advances in the technical automation potential of their activities, which were previously considered to be relatively immune from automation (Exhibit 13).
Exhibit 13
Generative AI could have the biggest impact on activities in high-wage jobs; 
previously, automation’s impact was highest in lower-middle-income quintiles.
McKinsey & CompanyAutomation adoption per wage quintile, % in 2030, midpoint scenario
¹Previous assessment of work automation before the rise of generative AI.
Source: McKinsey Global Institute analysis
United States Japan Germany France
China India Mexico South AfricaWithout generative AI¹ With generative AI81/endash.case100 61/endash.case80 41/endash.case60 21/endash.case40 0/endash.case20
Largest increase in automation 
adoption from generative AILargest automation adoption without generative AIWage quintiles
Higher earners Lower earners
010203040
010203040
43 The economic potential of generative AI: The next productivity frontier","1. What is the ""hollowing out of the middle"" in the text?
2. What are the ""previous models"" that the text mentions?
3. What is the ""impact of generative AI""?
4. What are the ""activities in high-wage jobs"" that the text mentions?
5. What is the ""impact of automation""?","1. The ""hollowing out of the middle"" is the decrease in the number of middle-income jobs.
2. The ""previous models"" are the models that McKinsey & Company used before the rise of generative AI.
3. The ""impact of generative AI"" is the increase in the number of high-income jobs.
4. The ""activities in high-wage jobs"" that the text mentions are the activities that have been ""previously considered to be relatively immune from automation.""
5. The ""impact of automation"" is the decrease in the number of jobs in the lower-income quintiles."
45,"Generative AI could propel higher productivity growth
Global economic growth was slower from 2012 to 2022 than in the two preceding decades.15 
Although the COVID-19 pandemic was a significant factor, long-term structural challenges—
including declining birth rates and aging populations—are ongoing obstacles to growth. 
Declining employment is among those obstacles. Compound annual growth in the total 
number of workers worldwide slowed from 2.5 percent in 1972–82 to just 0.8 percent in 2012–22, largely because of aging. In many large countries, the size of the workforce is already declining.
16 Productivity, which measures output relative to input, or the value of 
goods and services produced divided by the amount of labor, capital, and other resources required to produce them, was the main engine of economic growth in the three decades from 1992 to 2022 (Exhibit 14). However, since then, productivity growth has slowed in tandem with slowing employment growth, confounding economists and policy makers.
17
Exhibit 14
Productivity growth, the main engine of GDP growth over the past 30 years, 
slowed down in the past decade.
McKinsey & CompanyReal GDP growth contribution of employment 
and productivity growth, 1972–2022, global GDP growth, CAGR, %
Source: Conference Board Total Economy database; McKinsey Global Institute analysis  Productivity growth bigger contributor 
to GDP growth
1972/endash.case82 1982/endash.case92 1992/endash.case2002 2002/endash.case12 2012/endash.case22Employment growth
Productivity growth 0.70.81.72.5
2.12.52.01.41.3
0.83.13.1
2.93.8
2.8
44 The economic potential of generative AI: The next productivity frontier","1. What is the main engine of economic growth in the three decades from 1992 to 2022?
2. What has caused productivity growth to slow in tandem with slowing employment growth?
3. What is the potential for generative AI to propel higher productivity growth?","1. The main engine of economic growth in the three decades from 1992 to 2022 is productivity growth.
2. What has caused productivity growth to slow in tandem with slowing employment growth is the confounding of economists and policy makers.
3. The potential for generative AI to propel higher productivity growth is great, as it has the ability to increase output relative to input."
46,"The deployment of generative AI and other technologies could help accelerate productivity 
growth, partially compensating for declining employment growth and enabling overall economic growth. Based on our estimates, the automation of individual work activities enabled by these technologies could provide the global economy with an annual productivity boost of 0.2 to 3.3 percent from 2023 to 2040 depending on the rate of automation adoption—with generative AI contributing to 0.1 to 0.6 percentage points of that growth—but only if individuals affected by the technology were to shift to other work activities that at least match their 2022 productivity levels (Exhibit 15). In some cases, workers will stay in the same occupations, but their mix of activities will shift; in others, workers will need to shift occupations.
Exhibit 15
Generative AI could contribute to productivity growth if labor hours can 
be redeployed eﬀectively.
McKinsey & CompanyProductivity impact from automation by scenario, 2022–40, CAGR,¹ %
Note: Figures may not sum, because of rounding.
1Based on the assumption that automated work hours are reintegrated in work at productivity level of today.
2Previous assessment of work automation before the rise of generative AI.
3Based on 47 countries, representing about 80% of world employment.
Source: Conference Board Total Economy database; Oxford Economics; McKinsey Global Institute analysis  Without generative AI² Additional with generative AI
China
Early Late3.2
0.70.63.8
0.8India
Early Late1.80.52.3
0.0Mexico
Early Late2.30.62.9
0.0South Africa
Early Late1.70.52.3
0.0United States
Early Late2.9
0.40.7
0.33.6Japan
4.2
1.6Germany
Early Late3.4
1.10.63.9
1.3France
Early Late3.0
0.60.73.7
0.8Global³ Developed economies
Emerging economiesEarly Late2.60.63.3
0.20.6
Early Late3.7
1.40.6
0.10.20.20.1
0.1
45 The economic potential of generative AI: The next productivity frontier","1. What is the main point of the text?
2. What are the benefits of generative AI?
3. What do workers need to do to take advantage of the benefits of generative AI?","1. The main point of the text is that the deployment of generative AI and other technologies could help accelerate productivity growth, partially compensating for declining employment growth and enabling overall economic growth.
2. The benefits of generative AI include an annual productivity boost of 0.2 to 3.3 percent from 2023 to 2040 depending on the rate of automation adoption—with generative AI contributing to 0.1 to 0.6 percentage points of that growth.
3. Workers need to shift to other work activities that at least match their 2022 productivity levels to take advantage of the benefits of generative AI."
47,"The capabilities of generative AI vastly expand the pool of work activities with the potential for 
technical automation. That in turn has sped up the pace at which automation may be deployed and expanded the types of workers who will experience its impact. Like other technologies, its ability to take on routine tasks and work can increase human productivity, which has grown at a below-average rate for almost 20 years.
18 It can also offset the impact of aging, which is 
beginning to put a dent in workforce growth for many of the world’s major economies. But to achieve these benefits, a significant number of workers will need to substantially change the work they do, either in their existing occupations or in new ones. They will also need support in making transitions to new activities.
46 The economic potential of generative AI: The next productivity frontier","1. What are the benefits of generative AI?
2. What is the impact of automation on the workforce?
3. What needs to happen for the benefits of generative AI to be realized?","1. The benefits of generative AI include increased productivity and offsetting the impact of aging on the workforce.
2. Automation has a significant impact on the workforce, as many jobs are at risk of being replaced by machines.
3. To realize the benefits of generative AI, a significant number of workers will need to change the work they do. They will also need support in making transitions to new activities."
48,47 The economic potential of generative AI: The next productivity frontier,"1. What is generative AI?
2. What are the benefits of generative AI?
3. What are the challenges of generative AI?
4. What is the future of generative AI?","1. Generative AI is a type of AI that is able to create new things, such as ideas, art, or products.
2. The benefits of generative AI include increased productivity, creativity, and innovation.
3. The challenges of generative AI include the risk of creating unintended consequences and the need for human oversight.
4. The future of generative AI is uncertain, but it is likely to play an increasingly important role in the economy and society."
49,"History has shown that new technologies have the potential to reshape societies. Artificial 
intelligence has already changed the way we live and work—for example, it can help our phones (mostly) understand what we say, or draft emails. Mostly, however, AI has remained behind the scenes, optimizing business processes or making recommendations about the next product to buy. The rapid development of generative AI is likely to significantly augment the impact of AI overall, generating trillions of dollars of additional value each year and transforming the nature of work.
But the technology could also deliver new and significant challenges. Stakeholders must 
act—and quickly, given the pace at which generative AI could be adopted—to prepare to address both the opportunities and the risks. Risks have already surfaced, including concerns about the content that generative AI systems produce: Will they infringe upon intellectual property due to “plagiarism” in the training data used to create foundation models? Will the answers that LLMs produce when questioned be accurate, and can they be explained? Will the content generative AI creates be fair or biased in ways that users do not want by, say, producing content that reflects harmful stereotypes?Considerations for 
businesses and society
4
48 The economic potential of generative AI: The next productivity frontier","1. What are some potential applications of generative AI?
2. How might generative AI change the way we live and work?
3. What are some of the risks associated with generative AI?
4. What considerations should businesses and society take into account when it comes to generative AI?","1. Some potential applications of generative AI include content generation, machine learning, and data mining.
2. Generative AI has the potential to change the way we live and work by augmenting the impact of AI overall. This could include things like increasing productivity or transforming the nature of work.
3. Risks associated with generative AI include concerns about the content that systems produce, accuracy and explainability of answers, and bias.
4. Businesses and society should take into account the potential opportunities and risks associated with generative AI in order to make informed decisions about its adoption."
50,"There are economic challenges too: the scale and the scope of the workforce transitions 
described in this report are considerable. In the midpoint adoption scenario, about a quarter to a third of work activities could change in the coming decade. The task before us is to manage the potential positives and negatives of the technology simultaneously (for more about the potential risks of generative AI, see Box 5). Here are some of the critical questions we will need to address while balancing our enthusiasm for the potential benefits of the technology with the new challenges it can introduce. 
Companies and business leaders
How can companies move quickly to capture the potential value at stake highlighted in this report, while managing the risks that generative AI presents?
How will the mix of occupations and skills needed across a company’s workforce be 
transformed by generative AI and other artificial intelligence over the coming years? How will a company enable these transitions in its hiring plans, retraining programs, and other aspects of human resources?
Do companies have a role to play in ensuring the technology is not deployed in “negative use 
cases” that could harm society? 
How can businesses transparently share their experiences with scaling the use of generative 
AI within and across industries—and also with governments and society? Box 5
1 A nanya Ganesh, Andrew McCallum, and Emma Strubell, “Energy and policy considerations for deep learning in NLP,” Proceedings of the 57th Annual Meeting of the 
Association for Computational Linguistics , June 5, 2019.Using generative AI responsibly
Generative AI poses a variety of risks. 
Stakeholders will want to address these risks from the start. 
Fairness:  Models may generate 
algorithmic bias due to imperfect training 
data or decisions made by the engineers developing the models.
Intellectual property (IP): Training 
data and model outputs can generate significant IP risks, including infringing on copyrighted, trademarked, patented, or otherwise legally protected materials. Even when using a provider’s generative AI tool, organizations will need to understand what data went into training and how it’s used in tool outputs.
Privacy: Privacy concerns could arise if 
users input information that later ends 
up in model outputs in a form that makes individuals identifiable. Generative AI could also be used to create and disseminate malicious content such as disinformation, deepfakes, and hate speech.
Security: Generative AI may be 
used by bad actors to accelerate the 
sophistication and speed of cyberattacks. It also can be manipulated to provide malicious outputs. For example, through a technique called prompt injection, a third party gives a model new instructions that trick the model into delivering an output unintended by the model producer and end user.
Explainability: Generative AI relies 
on neural networks with billions of 
parameters, challenging our ability to explain how any given answer is produced.
Reliability: Models can produce different 
answers to the same prompts, impeding 
the user’s ability to assess the accuracy and reliability of outputs.
Organizational impact: Generative AI 
may significantly affect the workforce, and the impact on specific groups and local communities could be disproportionately negative.
Social and environmental impact: The 
development and training of foundation models may lead to detrimental social and environmental consequences, including an increase in carbon emissions (for example, training one large language model can emit about 315 tons of carbon dioxide).
1  
49 The economic potential of generative AI: The next productivity frontier","1. What are the potential positives and negatives of generative AI?
2. How can companies move quickly to capture the potential value at stake highlighted in the report, while managing the risks that generative AI presents?
3. What are the risks of generative AI?
4. What role do companies have in ensuring the technology is not deployed in negative use cases?
5. How can businesses transparently share their experiences with scaling the use of generative AI within and across industries?","1. The potential positives and negatives of generative AI are its ability to automate tasks and its potential to create bias.
2. Companies can move quickly to capture the potential value at stake by understanding and managing the risks that generative AI presents.
3. The risks of generative AI are its potential to automate tasks, create bias, and be used in negative use cases.
4. Companies have a role in ensuring the technology is not deployed in negative use cases by understanding and managing the risks that generative AI presents.
5. Businesses can transparently share their experiences with scaling the use of generative AI by understanding and managing the risks that generative AI presents."
